#  step      rmse_trn    rmse_e_trn    rmse_f_trn         lr
 869000      1.04e-01      2.53e-04      9.71e-02    1.4e-07
 870000      1.06e-01      3.68e-03      9.68e-02    1.3e-07
 871000      1.09e-01      1.65e-03      9.78e-02    1.3e-07
 872000      3.92e-02      1.38e-03      3.56e-02    1.3e-07
 873000      9.25e-02      5.61e-03      7.85e-02    1.3e-07
 874000      7.98e-03      1.14e-04      7.45e-03    1.3e-07
 875000      9.53e-02      1.83e-04      8.97e-02    1.3e-07
 876000      9.03e-02      5.76e-03      7.60e-02    1.3e-07
 877000      9.03e-02      1.91e-04      8.50e-02    1.3e-07
 878000      6.51e-02      1.05e-03      6.09e-02    1.3e-07
 879000      4.28e-02      1.56e-03      3.89e-02    1.3e-07
 880000      1.12e-01      9.53e-04      1.05e-01    1.2e-07
 881000      1.18e-01      1.90e-03      1.06e-01    1.2e-07
 882000      9.65e-02      2.18e-04      9.11e-02    1.2e-07
 883000      3.44e-02      9.69e-04      3.19e-02    1.2e-07
 884000      9.32e-02      1.70e-03      8.20e-02    1.2e-07
 885000      9.60e-02      5.56e-04      9.08e-02    1.1e-07
 886000      9.74e-02      1.91e-03      9.14e-02    1.1e-07
 887000      1.26e-02      4.24e-04      1.16e-02    1.1e-07
 888000      7.53e-03      1.01e-04      7.10e-03    1.1e-07
 889000      5.59e-02      1.54e-03      5.20e-02    1.1e-07
 890000      8.61e-02      5.37e-04      8.12e-02    1.1e-07
 891000      1.10e-01      6.52e-04      1.04e-01    1.1e-07
 892000      1.03e-01      2.86e-03      8.11e-02    1.1e-07
 893000      1.02e-01      1.54e-03      9.26e-02    1.1e-07
 894000      7.99e-02      6.99e-04      7.47e-02    1.1e-07
 895000      7.06e-02      4.88e-03      5.87e-02    1.0e-07
 896000      6.21e-02      1.27e-03      5.85e-02    1.0e-07
 897000      1.01e-01      1.93e-03      9.50e-02    1.0e-07
 898000      7.73e-02      2.56e-03      7.15e-02    1.0e-07
 899000      6.66e-02      1.09e-03      6.30e-02    1.0e-07
 900000      9.17e-02      5.85e-04      8.68e-02    9.8e-08
 901000      7.45e-03      1.58e-04      7.03e-03    9.8e-08
 902000      9.61e-02      1.61e-04      9.17e-02    9.8e-08
 903000      1.11e-01      2.05e-03      9.88e-02    9.8e-08
 904000      1.07e-01      3.96e-04      1.02e-01    9.8e-08
 905000      8.57e-02      4.43e-04      8.16e-02    9.3e-08
 906000      9.22e-02      7.16e-04      8.71e-02    9.3e-08
 907000      1.01e-01      3.41e-05      9.62e-02    9.3e-08
 908000      9.47e-02      6.19e-04      8.99e-02    9.3e-08
 909000      1.03e-01      1.76e-03      9.26e-02    9.3e-08
 910000      8.87e-02      5.68e-04      8.50e-02    8.8e-08
 911000      8.78e-02      2.52e-03      8.25e-02    8.8e-08
 912000      1.02e-01      1.37e-03      9.43e-02    8.8e-08
 913000      8.84e-02      2.64e-03      8.28e-02    8.8e-08
 914000      4.90e-02      2.40e-03      4.41e-02    8.8e-08
 915000      1.03e-01      1.11e-03      9.83e-02    8.4e-08
 916000      9.61e-02      7.79e-04      9.11e-02    8.4e-08
 917000      7.71e-03      2.87e-04      7.14e-03    8.4e-08
 918000      7.56e-03      6.89e-05      7.25e-03    8.4e-08
 919000      7.11e-02      1.35e-03      6.77e-02    8.4e-08
 920000      6.66e-02      7.00e-04      6.26e-02    8.0e-08
 921000      1.06e-01      3.31e-04      1.02e-01    8.0e-08
 922000      9.61e-02      4.36e-03      8.75e-02    8.0e-08
 923000      9.02e-02      1.47e-03      8.20e-02    8.0e-08
 924000      8.13e-02      5.01e-04      7.77e-02    8.0e-08
 925000      9.72e-02      1.22e-04      9.37e-02    7.6e-08
 926000      9.94e-02      4.16e-04      9.58e-02    7.6e-08
 927000      5.74e-02      3.05e-04      5.53e-02    7.6e-08
 928000      6.83e-02      2.35e-03      6.38e-02    7.6e-08
 929000      9.18e-02      2.34e-04      8.84e-02    7.6e-08
 930000      8.98e-02      7.76e-04      8.54e-02    7.2e-08
 931000      1.31e-02      3.48e-04      1.25e-02    7.2e-08
 932000      1.05e-02      3.86e-04      9.76e-03    7.2e-08
 933000      3.14e-02      1.44e-03      2.87e-02    7.2e-08
 934000      9.29e-02      1.63e-03      8.40e-02    7.2e-08
 935000      8.82e-02      1.10e-03      8.26e-02    6.8e-08
 936000      1.02e-01      1.14e-04      9.88e-02    6.8e-08
 937000      9.13e-02      7.88e-05      8.84e-02    6.8e-08
 938000      8.63e-02      1.52e-04      8.34e-02    6.8e-08
 939000      8.99e-02      1.40e-04      8.70e-02    6.8e-08
 940000      6.90e-02      1.52e-05      6.69e-02    6.5e-08
 941000      7.54e-02      2.12e-03      7.16e-02    6.5e-08
 942000      8.87e-02      4.93e-04      8.54e-02    6.5e-08
 943000      7.80e-02      5.14e-03      6.69e-02    6.5e-08
 944000      4.89e-02      1.32e-03      4.65e-02    6.5e-08
 945000      8.73e-02      2.99e-03      8.22e-02    6.2e-08
 946000      8.10e-03      3.73e-04      7.43e-03    6.2e-08
 947000      9.16e-02      4.99e-04      8.84e-02    6.2e-08
 948000      1.00e-01      2.86e-03      9.54e-02    6.2e-08
 949000      9.46e-02      1.71e-03      8.55e-02    6.2e-08
 950000      7.46e-03      1.25e-04      7.20e-03    5.9e-08
 951000      1.04e-01      3.24e-03      9.83e-02    5.9e-08
 952000      8.51e-02      1.19e-04      8.27e-02    5.9e-08
 953000      9.39e-02      1.45e-04      9.12e-02    5.9e-08
 954000      9.19e-02      6.76e-04      8.83e-02    5.9e-08
 955000      9.51e-02      1.49e-03      8.79e-02    5.6e-08
 956000      9.54e-02      1.54e-03      8.79e-02    5.6e-08
 957000      8.79e-02      3.40e-03      8.23e-02    5.6e-08
 958000      9.30e-02      1.70e-03      8.42e-02    5.6e-08
 959000      4.39e-02      1.94e-03      4.06e-02    5.6e-08
 960000      9.52e-02      4.18e-04      9.24e-02    5.3e-08
 961000      9.05e-02      7.13e-04      8.71e-02    5.3e-08
 962000      8.36e-02      3.82e-04      8.14e-02    5.3e-08
 963000      1.08e-01      2.82e-03      9.02e-02    5.3e-08
 964000      9.45e-02      2.08e-03      8.28e-02    5.3e-08
 965000      9.00e-02      8.85e-04      8.61e-02    5.0e-08
 966000      9.92e-02      1.15e-03      9.41e-02    5.0e-08
 967000      8.10e-02      4.49e-05      7.90e-02    5.0e-08
 968000      8.17e-02      5.93e-04      7.96e-02    5.0e-08
 969000      8.70e-02      4.75e-04      8.44e-02    5.0e-08
 970000      8.14e-02      5.68e-04      7.94e-02    4.8e-08
 971000      8.18e-02      3.65e-03      7.59e-02    4.8e-08
 972000      1.00e-01      6.56e-04      9.69e-02    4.8e-08
 973000      8.59e-02      4.08e-04      8.39e-02    4.8e-08
 974000      8.35e-02      2.01e-03      8.04e-02    4.8e-08
 975000      9.32e-02      2.53e-04      9.10e-02    4.5e-08
 976000      6.09e-02      6.03e-04      5.94e-02    4.5e-08
 977000      8.95e-02      3.99e-04      8.72e-02    4.5e-08
 978000      7.40e-03      2.02e-04      7.11e-03    4.5e-08
 979000      9.29e-02      4.37e-04      9.05e-02    4.5e-08
 980000      1.07e-01      1.27e-03      1.04e-01    4.3e-08
 981000      1.02e-01      4.37e-03      9.51e-02    4.3e-08
 982000      9.46e-02      1.35e-03      8.88e-02    4.3e-08
 983000      9.73e-02      5.73e-04      9.46e-02    4.3e-08
 984000      9.59e-02      4.40e-03      8.88e-02    4.3e-08
 985000      9.45e-02      7.08e-04      9.16e-02    4.1e-08
 986000      1.09e-01      6.87e-03      9.60e-02    4.1e-08
 987000      8.38e-02      4.37e-03      7.64e-02    4.1e-08
 988000      1.08e-01      3.91e-03      1.02e-01    4.1e-08
 989000      7.30e-03      1.11e-04      7.11e-03    4.1e-08
 990000      9.34e-02      3.37e-03      8.86e-02    3.9e-08
 991000      9.11e-02      1.34e-03      8.54e-02    3.9e-08
 992000      8.39e-02      8.30e-04      8.21e-02    3.9e-08
 993000      8.89e-02      1.08e-04      8.71e-02    3.9e-08
 994000      9.21e-03      2.94e-04      8.81e-03    3.9e-08
 995000      9.74e-02      9.98e-04      9.36e-02    3.7e-08
 996000      8.51e-02      1.78e-03      8.27e-02    3.7e-08
 997000      4.91e-02      1.56e-03      4.70e-02    3.7e-08
 998000      6.86e-02      1.82e-03      6.62e-02    3.7e-08
 999000      9.44e-02      5.20e-04      9.21e-02    3.7e-08
1000000      5.52e-02      1.46e-03      5.33e-02    3.5e-08
